epoch,train_loss,val_loss
0,1.7374194327277837,1.0960690805251154
1,1.06018065306255,1.0283717004700286
2,0.987012367040982,0.9581353953698105
3,0.9167884882626893,0.9011843592757931
4,0.8669920292161314,0.8624821120655017
5,0.8332468979662996,0.8387470630927678
6,0.8093872400151687,0.8212951599636356
7,0.7925603451393376,0.8062382046364458
8,0.7795025752499308,0.7985973115521826
9,0.7694375863475683,0.7895854966701868
10,0.7616892524661121,0.7849889221772212
11,0.7550103037652669,0.7788428343208026
12,0.7487962607564361,0.7759448954941581
13,0.7444559853236342,0.7739979073510114
14,0.7399366669710256,0.769869982662373
15,0.7356877026133911,0.7671384048419962
16,0.7319506966706479,0.765339477139068
17,0.7286505416228739,0.765729914418757
18,0.7249590504449,0.7631130417831535
19,0.7223896673805802,0.7582111941580202
20,0.7191174344059644,0.7574642232034693
21,0.7173691383871224,0.7589894951424268
22,0.715397110580445,0.7606582417583627
23,0.7133722106137023,0.7540708040831672
24,0.7111719308566801,0.7546504467144215
25,0.7102069708165946,0.7535727921389492
26,0.7080443458359783,0.7504102296993791
27,0.7065692621943706,0.7533433186182278
28,0.7058079135451106,0.7499658115475067
29,0.7043704768870749,0.75015294243911
30,0.7030626760967426,0.75138725739113
31,0.7013221242459986,0.7491772283876812
32,0.7003102342089869,0.7478446538654834
33,0.6991858065881431,0.7478160877555363
34,0.6977539407337661,0.7475756888402351
35,0.6973387138665346,0.7490693527587845
36,0.6957633812979707,0.7508414041177052
37,0.6942302927507286,0.7476350463168845
38,0.6936837819527873,0.7487688196736009
39,0.6928318728980949,0.7476249221576496
40,0.6916532876188016,0.7487499524963739
41,0.6845991311829982,0.7468856571198119
42,0.6841423908199218,0.7477727765056538
43,0.6841309190670831,0.7468081447543131
44,0.6836293263619946,0.7484247069627096
45,0.6829035152222516,0.746894385954049
46,0.6828202435956007,0.7474969790239063
47,0.6824617352436754,0.7467924020302569
48,0.6828750302078305,0.7467603559819681
49,0.6821716431919654,0.7474179775290251
50,0.6816634492038574,0.7472066053440202
51,0.6811918359756831,0.7470019452979351
52,0.6809617786983652,0.7477054446578134
53,0.681065460952426,0.7466235706297848
54,0.6814496610235883,0.7466627506304455
55,0.6813252446565687,0.7475713360899744
56,0.6815897650599471,0.7464239677260565
57,0.6815656898829469,0.7470663344166978
58,0.681307309858931,0.747043286219612
59,0.6815381476801009,0.7468988957695113
60,0.6809265087172673,0.7460676853426437
61,0.6813643084678846,0.7472248597383976
62,0.6816092555330656,0.746486342041941
63,0.6811707223402461,0.7469110138599914
64,0.6814391032437295,0.7472283257909189
65,0.6812681484489206,0.7463827396094109
66,0.6810103681188604,0.747557055481584
67,0.681030845626773,0.7472945914954728
68,0.6808174486199348,0.7465642269388539
69,0.6811234424827527,0.7470143519804324
70,0.6811972237243453,0.7472613635458045
