,y_true,y_pred
0,3.5,3.4598641
1,4.0,3.765513
2,4.0,3.9789574
3,3.5,3.6502817
4,3.5,3.557507
5,3.5,3.53143
6,4.0,3.5672295
7,3.5,3.852769
8,4.0,3.8038187
9,4.0,3.697751
10,4.0,3.8262632
11,3.5,3.5814915
12,3.5,3.8333182
13,3.5,3.73748
14,3.5,3.6684957
15,3.0,3.3462508
16,4.0,3.8601875
17,3.5,3.5683393
18,4.0,3.5851793
19,3.5,3.0888405
20,3.5,3.584653
21,4.0,3.913847
22,3.5,3.8715193
23,4.0,3.6673002
24,3.5,3.8307424
25,4.0,3.5566857
26,3.0,3.8925936
27,3.5,3.9769108
28,3.5,4.232212
29,3.5,3.681197
30,4.0,3.7101758
31,4.0,3.6795259
32,4.0,3.7008712
33,3.5,3.9207606
34,4.0,3.7803748
35,5.0,3.9545155
36,5.0,4.657435
37,2.0,2.6195688
38,5.0,3.6500254
39,2.0,3.5464149
40,2.0,3.0244238
41,4.0,4.022544
42,5.0,4.6968656
43,5.0,4.0743947
44,4.0,3.532212
45,3.0,4.1716657
46,5.0,3.9094567
47,5.0,4.4076567
48,5.0,4.5918713
49,5.0,4.4515176
50,4.0,4.3411474
51,3.0,4.6172347
52,4.0,4.3746
53,5.0,3.9834325
54,3.0,4.153132
55,3.0,4.0004606
56,4.0,4.0250664
57,5.0,4.4402323
58,4.0,4.1609592
59,5.0,4.3532867
60,3.0,3.569964
61,4.0,3.8590505
62,5.0,4.304192
63,4.0,4.119626
64,4.0,4.0696673
65,3.0,3.9582934
66,4.0,4.4865036
67,5.0,3.8207996
68,4.0,4.294241
69,4.0,4.4082794
70,5.0,4.6756983
71,5.0,4.5026445
72,3.0,4.180417
73,5.0,4.5362844
74,5.0,3.9013715
75,5.0,4.037098
76,3.0,4.303169
77,5.0,4.944002
78,4.0,4.0895896
79,4.0,4.261897
80,4.0,4.5463176
81,4.0,4.464896
82,5.0,3.75144
83,4.0,4.240143
84,5.0,4.048306
85,4.0,3.5350845
86,3.0,3.5246515
87,3.0,3.709637
88,4.0,3.6726336
89,1.0,4.1383133
90,5.0,3.842398
91,4.0,3.7020347
92,3.0,4.8880897
93,5.0,4.3372216
94,4.0,4.2321854
95,3.0,4.5891185
96,5.0,4.8292747
97,5.0,4.300946
98,5.0,4.253804
99,4.0,4.345635
100,5.0,4.9896026
101,5.0,4.9313674
102,5.0,4.6877
103,4.0,4.2470202
104,2.0,4.1578608
105,4.0,4.575675
106,4.0,4.218691
107,5.0,3.3256278
108,4.0,3.211031
109,5.0,3.70159
110,5.0,3.3351965
111,4.0,3.13848
112,3.0,3.4253488
113,4.0,3.038121
114,1.0,3.2473109
115,2.0,2.6955814
116,3.0,3.2966158
117,2.0,3.5925977
118,3.0,3.3328934
119,4.0,3.3594842
120,4.0,3.314431
121,2.0,2.7820053
122,2.0,3.306516
123,3.0,3.4487855
124,4.0,3.7022357
125,4.0,3.152106
126,3.0,3.1958354
127,3.0,2.7099738
128,4.0,3.2393498
129,4.0,3.0630794
130,2.0,3.658912
131,4.0,3.2385247
132,3.0,3.1442752
133,4.0,3.3535824
134,4.0,3.4028506
135,3.0,3.1759286
136,5.0,3.7632568
137,3.0,3.0679052
138,4.0,2.7822518
139,4.0,3.0487096
140,5.0,3.1505754
141,5.0,3.2659996
142,3.0,3.185546
143,5.0,3.6807997
144,4.0,3.1452239
145,5.0,3.5135493
146,4.0,3.3170357
147,3.0,2.849132
148,3.0,3.084504
149,3.0,3.4242303
150,3.0,3.3445618
151,5.0,3.7801735
152,4.0,3.0095456
153,2.0,2.9040644
154,3.0,2.742103
155,3.0,3.139537
156,3.0,3.1901846
157,4.0,3.1204238
158,3.0,3.2072086
159,3.0,3.0922868
160,3.0,2.9395492
161,3.0,3.2730885
162,4.0,3.9233253
163,4.0,2.810153
164,3.0,2.8380694
165,4.0,3.1898305
166,4.0,2.7405808
167,4.0,3.731893
168,3.0,3.92511
169,3.0,3.2914886
170,3.0,3.7123916
171,5.0,4.1598067
172,5.0,3.5699904
173,4.0,3.7464757
174,1.0,3.0543394
175,4.0,3.164853
176,4.0,3.560708
177,4.0,3.7811155
178,4.0,3.5084352
179,4.0,3.7405145
180,4.0,3.8495426
181,3.0,2.6430614
182,2.0,2.1552777
183,3.0,2.2351491
184,2.0,3.1139307
185,4.0,3.4731412
186,2.0,2.6520085
187,2.0,2.4437068
188,3.0,3.9816418
189,3.0,3.6958895
190,4.0,3.8994575
191,4.0,3.4916217
192,4.0,3.1162236
193,5.0,4.1365976
194,5.0,4.242576
195,4.0,3.9429934
196,2.5,3.6564908
197,4.0,4.175928
198,4.5,4.168194
199,3.0,3.9339747
200,3.5,3.0808687
201,4.5,3.8531299
202,3.5,4.124651
203,3.5,4.3272667
204,5.0,4.134264
205,5.0,3.5240283
206,4.5,3.8750832
207,3.0,4.145101
208,4.0,3.9613223
209,4.5,3.9433942
210,2.0,3.7800202
211,4.0,3.4402757
212,4.0,4.4449143
213,4.0,4.327408
214,3.0,4.04916
215,4.5,4.6780066
216,5.0,3.2703817
217,4.0,3.2135286
218,4.0,3.8489988
219,3.0,4.2151003
220,1.0,3.7914915
221,3.5,4.310861
222,5.0,4.0325828
223,5.0,2.6878822
224,2.5,3.7093093
225,4.5,4.0394735
226,5.0,3.9634557
227,4.5,4.3606534
228,5.0,3.8636634
229,5.0,3.6718879
230,1.5,4.640721
231,4.5,4.446845
232,4.0,4.107624
233,2.0,4.239602
234,3.5,3.2968752
235,5.0,4.363418
236,5.0,3.4281354
237,5.0,4.6833477
238,3.0,4.2468777
239,5.0,3.9943628
240,4.5,3.880263
241,4.5,3.817804
242,5.0,3.775107
243,5.0,3.3366299
244,4.5,3.8269868
245,5.0,3.2318134
246,4.5,3.659536
247,3.0,3.1732388
248,4.5,4.0011415
249,4.0,4.4200344
250,2.5,5.0
251,5.0,4.06675
252,2.0,4.2280188
253,4.5,3.832637
254,5.0,4.2093663
255,3.5,4.1677046
256,3.5,4.0208273
257,3.5,3.873211
258,5.0,4.132649
259,5.0,3.2426813
260,4.0,3.801597
261,4.5,4.404178
262,3.5,3.8426552
263,2.5,3.3000147
264,4.5,4.7214937
265,5.0,4.281372
266,1.5,3.7758684
267,4.0,3.6309516
268,5.0,4.467679
269,0.5,2.9463725
270,4.5,4.6271615
271,4.0,4.328169
272,5.0,4.3061094
273,2.0,2.9737043
274,4.5,4.0150294
275,3.5,3.6493812
276,4.5,3.7764728
277,5.0,2.2880578
278,2.5,3.9892204
279,2.0,4.7590275
280,4.5,3.3171606
281,3.5,3.5909243
282,4.5,4.267889
283,4.0,2.7958393
284,5.0,4.611929
285,3.0,3.5033453
286,5.0,3.026484
287,5.0,4.6817374
288,5.0,4.429098
289,5.0,3.9796786
290,4.0,4.009528
291,3.5,3.9170113
292,3.5,3.7391627
293,4.0,2.7045527
294,3.0,3.8029542
295,2.0,3.9436393
296,2.0,4.4437466
297,3.0,4.0791693
298,4.0,3.9226062
299,3.0,3.3406074
300,4.0,3.7801628
301,4.0,4.2735853
302,4.0,2.002319
303,3.0,4.0107665
304,3.0,3.902913
305,4.0,3.5962284
306,5.0,4.148573
307,3.0,3.5339775
308,5.0,4.429223
309,3.0,3.8045
310,5.0,4.843427
311,4.0,3.2071316
312,2.0,3.9115043
313,1.0,4.097381
314,3.0,3.6261146
315,5.0,4.333421
316,5.0,3.8928952
317,3.0,4.1498394
318,3.0,4.259757
319,4.0,3.6079981
320,4.5,3.6081576
321,4.0,2.948206
322,4.5,3.2765973
323,4.5,4.008586
324,1.0,3.6240551
325,3.5,3.969085
326,4.5,4.203121
327,4.5,4.1262827
328,4.0,3.8815274
329,4.0,3.336657
330,3.0,3.7859068
331,4.0,4.237686
332,5.0,4.2831135
333,4.5,3.2351315
334,2.0,3.0672905
335,4.0,3.7599962
336,3.0,4.219599
337,4.5,3.79987
338,3.0,3.5419793
339,2.0,3.9953504
340,1.0,3.110589
341,3.5,3.5145476
342,3.0,3.5124207
343,4.0,3.713612
344,4.5,3.464679
345,3.0,3.6337016
346,4.5,4.101651
347,5.0,3.3375998
348,1.0,1.8758264
349,3.0,3.9396722
350,4.0,4.175143
351,5.0,4.106247
352,4.0,2.9225988
353,3.5,4.4465747
354,4.0,3.853048
355,4.0,4.0010376
356,4.0,4.2173796
357,3.5,3.5140438
358,3.5,2.259653
359,3.5,3.6222365
360,4.0,4.330963
361,3.5,4.0102487
362,2.5,3.2513604
363,3.5,3.812929
364,3.5,4.198
365,4.0,4.01164
366,2.5,2.3649325
367,4.0,3.0929306
368,4.0,3.1453764
369,3.0,3.3083725
370,4.0,3.2710123
371,3.0,3.0553756
372,3.0,3.097962
373,4.0,3.6722832
374,2.0,2.9982703
375,3.0,2.8033679
376,3.0,3.4300976
377,4.0,3.3343816
378,4.0,3.1283667
379,2.0,3.2459004
380,3.0,3.1707084
381,3.0,3.1668115
382,5.0,3.6526906
383,5.0,3.5501533
384,4.0,3.0068552
385,3.0,3.4444447
386,5.0,3.5772212
387,3.0,3.5083795
388,3.0,3.4101582
389,4.0,3.9021862
390,3.0,3.6399899
391,3.0,3.5902839
392,4.0,4.4341154
393,5.0,4.456379
394,4.0,3.9235842
395,4.5,3.8743572
