epoch,train_loss,val_loss
0,1.6149603421382537,1.088143158930471
1,1.0479168164543724,1.013835152500311
2,0.9754561170136232,0.9543623856423157
3,0.9155250008898426,0.8980094709231621
4,0.864480038889215,0.8601091713790536
5,0.8331313891812429,0.8384120814878816
6,0.8125043261043543,0.8266620610531361
7,0.7970445196433783,0.8132354666122014
8,0.7861855357058861,0.8050844847479093
9,0.7762593649665216,0.7968724491032969
10,0.7691041622967046,0.7956799813287028
11,0.7618950424708497,0.791457412238885
12,0.7561798569751199,0.7837403017553255
13,0.7509709052443937,0.779879639336336
14,0.7459128080525274,0.7752967859145842
15,0.7428376476193312,0.7736095506948146
16,0.7391260143507862,0.7727851387225344
17,0.7352931510363077,0.7712784705734841
18,0.7332005742779748,0.767177104878447
19,0.7303137439663615,0.7653721033316039
20,0.7282150995841131,0.7629469389659591
21,0.7257098579722032,0.7641245572376698
22,0.7236311159695266,0.7625027506332768
23,0.7222732620590795,0.7609332490924531
24,0.7200421806269688,0.762025516127462
25,0.7190623450316275,0.7620191201710654
26,0.7174580371096498,0.7638830355513349
27,0.7162268977404391,0.7595797551012885
28,0.7148254944420638,0.7593327441603736
29,0.71350711652382,0.7609995795760621
30,0.7126392962009918,0.7572260343148511
31,0.7114613814755528,0.7567840019671186
32,0.7105489155601322,0.7555772314159184
33,0.7092888828792618,0.7604432888567368
34,0.7086517971943632,0.7565173034342316
35,0.7078012734897271,0.7559158960720792
36,0.7074992927925197,0.7551253619827261
37,0.7059339715353562,0.7566746890959617
38,0.7051150523623176,0.7563292123186651
39,0.7045507411372667,0.7565046640271494
40,0.7036101737220494,0.7571355223641394
41,0.7033188756527773,0.7569676353807678
42,0.7028644593570745,0.754700458619887
43,0.7017586130965222,0.7541369245514533
44,0.7015712692965005,0.7587524293704393
45,0.7007697903346607,0.7617870259956161
46,0.7000142495865004,0.7581825168423183
47,0.6997177016844848,0.7555209867732509
48,0.6988098295901141,0.7552502560795724
49,0.6981094668573758,0.7572375720918593
50,0.6914216864446014,0.7542398854999572
51,0.6908420134546781,0.7529747401502966
52,0.690683653199808,0.7545507039424342
53,0.6901887951270963,0.753163738163117
54,0.6899948999220292,0.7540027025445902
55,0.6899931616032091,0.7531813932815112
56,0.6893503367868916,0.7543063554567196
57,0.6895656913298721,0.7548979317277215
58,0.6886664371231852,0.7538427072824461
59,0.6882790922895196,0.7535063694120981
60,0.6884367038356333,0.7542702834016393
61,0.6888851102069379,0.7533000215306472
