,y_true,y_pred
0,3.5,3.2282157
1,4.0,3.4993312
2,4.0,4.143795
3,3.5,3.6820266
4,3.5,3.5298982
5,3.5,3.6742983
6,4.0,3.5839038
7,3.5,4.413068
8,4.0,3.2883458
9,4.0,3.5776525
10,4.0,4.0170746
11,3.5,3.9936965
12,3.5,3.229891
13,3.5,3.9510674
14,3.5,3.4719055
15,3.0,3.209423
16,4.0,3.9415312
17,3.5,3.3523202
18,4.0,3.4746351
19,3.5,3.132209
20,3.5,3.188421
21,4.0,3.9506054
22,3.5,3.8208885
23,4.0,3.874704
24,3.5,3.961679
25,4.0,3.6790867
26,3.0,4.0444517
27,3.5,4.1118145
28,3.5,4.584409
29,3.5,3.5429661
30,4.0,3.9328437
31,4.0,3.577619
32,4.0,3.7160122
33,3.5,3.846021
34,4.0,3.8136396
35,5.0,3.984644
36,5.0,4.672228
37,2.0,3.1890998
38,5.0,3.462476
39,2.0,3.4086661
40,2.0,3.2328475
41,4.0,4.031893
42,5.0,4.632875
43,5.0,3.9069016
44,4.0,3.609741
45,3.0,4.0268908
46,5.0,3.9935253
47,5.0,4.3957944
48,5.0,4.616023
49,5.0,4.574516
50,4.0,4.6126246
51,3.0,4.7316184
52,4.0,4.651913
53,5.0,3.8552115
54,3.0,4.2594495
55,3.0,3.7763712
56,4.0,4.070315
57,5.0,4.7227187
58,4.0,3.6583595
59,5.0,4.561221
60,3.0,3.6258185
61,4.0,3.6188202
62,5.0,4.391429
63,4.0,4.2342143
64,4.0,3.6929321
65,3.0,4.1874437
66,4.0,4.449015
67,5.0,3.8511713
68,4.0,4.307748
69,4.0,4.680503
70,5.0,4.8075094
71,5.0,4.7839894
72,3.0,4.174617
73,5.0,4.735797
74,5.0,4.0272903
75,5.0,3.946081
76,3.0,4.2829742
77,5.0,4.9672594
78,4.0,4.1915665
79,4.0,4.2574205
80,4.0,4.597299
81,4.0,4.550232
82,5.0,3.6471808
83,4.0,4.525209
84,5.0,4.0381484
85,4.0,3.4129424
86,3.0,3.664552
87,3.0,3.8351073
88,4.0,3.8254282
89,1.0,4.28982
90,5.0,4.0026135
91,4.0,3.834364
92,3.0,4.801117
93,5.0,4.069874
94,4.0,4.2045484
95,3.0,4.467832
96,5.0,4.912996
97,5.0,4.1474524
98,5.0,4.69799
99,4.0,4.3571424
100,5.0,5.0
101,5.0,5.0
102,5.0,4.387637
103,4.0,3.511733
104,2.0,4.425689
105,4.0,4.649892
106,4.0,4.380664
107,5.0,3.4381065
108,4.0,3.3796735
109,5.0,3.714374
110,5.0,3.500039
111,4.0,3.1288455
112,3.0,3.5304074
113,4.0,3.2227426
114,1.0,3.3097875
115,2.0,2.9507446
116,3.0,3.078339
117,2.0,3.428635
118,3.0,3.4140878
119,4.0,3.572675
120,4.0,3.5489554
121,2.0,1.9582442
122,2.0,3.3611233
123,3.0,3.6070633
124,4.0,3.7201078
125,4.0,3.1444142
126,3.0,3.3249114
127,3.0,2.5208259
128,4.0,3.496898
129,4.0,3.1332033
130,2.0,3.6612635
131,4.0,3.4276874
132,3.0,3.1264226
133,4.0,3.594942
134,4.0,3.3997254
135,3.0,3.1192997
136,5.0,4.01975
137,3.0,3.050539
138,4.0,3.0650232
139,4.0,3.1087372
140,5.0,3.1365495
141,5.0,3.388776
142,3.0,3.1926274
143,5.0,3.836061
144,4.0,3.2099533
145,5.0,3.7028759
146,4.0,3.311255
147,3.0,3.172219
148,3.0,3.0617971
149,3.0,3.3687115
150,3.0,3.361305
151,5.0,3.6619608
152,4.0,3.1804729
153,2.0,3.1564064
154,3.0,3.021093
155,3.0,3.4691608
156,3.0,2.9832733
157,4.0,3.3409731
158,3.0,3.3567011
159,3.0,3.1954417
160,3.0,3.0260541
161,3.0,3.3695824
